
2683	spa	Sólo la verdad es bella.
2684	spa	Mañana, alunizará.
2685	spa	No hablo japonés.
2686	spa	Es un juego de palabras.
2687	spa	Nadie me entiende.
2688	spa	Aprendí a vivir sin ella.
2689	spa	No servirá de nada seguir pensando.
2690	spa	Tengo demasiadas cosas en la cabeza estos días.
2691	spa	Yo sólo quería revisar mis correos electrónicos.
2692	spa	¿Realmente necesitas preguntar para saber la respuesta?
2693	spa	¡No puedes esperar de mí que yo siempre piense en todo!
2694	spa	Supongo que detrás de cada cosa que tenemos que hacer, hay algo que queremos hacer...
2695	spa	Realmente no tienes las prioridades correctas.
2696	spa	¡No esperes que los demás piensen por ti!
2697	spa	¡Nunca tienes tiempo para las cosas importantes!
2698	spa	¡No vale la pena que hagas como que me haces creer que creo cosas que tú no crees!
2699	spa	Me llevaría demasiado tiempo explicarte por qué no va a funcionar.
2700	spa	Soy tan tonto... estoy intentando explicarte cosas que no entiendo ni yo.
2701	spa	¡Deja de mirarme como una persona "normal"!
2702	spa	Podrías al menos tratar de ser más cortés, aunque no sea tu naturaleza.
2703	spa	Siempre habrá cosas que nunca aprenderé, ¡no tengo toda la eternidad ante mí!
2704	spa	¡No puede ser!
2705	spa	¿Te gustaría beber algo?
2706	spa	"¿Quién es?" "Es tu madre."
2707	spa	"¿Cuándo volverás?" "Todo depende del clima."
2708	spa	—¿Qué pasa? —preguntó el pequeño conejo blanco.
2709	spa	"¿Qué habrá en la cueva? Tengo curiosidad." "No tengo ni idea."
2710	spa	—¿Cuál es tu deseo? —preguntó el pequeño conejo blanco.
2711	spa	"A decir verdad, tengo vértigo." "¡Eres un cobarde!"
2712	spa	"Confía en mí", dijo él.
2713	spa	—¡Esto es lo que estaba buscando! —exclamó él.
2714	spa	—Esto parece muy interesante —dice Hiroshi.
2715	spa	"El teléfono está sonando." "Yo lo cogeré."
2716	spa	"Gracias por ayudarme." "No hay de qué."
2717	spa	Algún día correré como el viento.
2718	spa	"A ella le gusta la música." "A mí también."
2719	spa	Por favor, no llores.
2720	spa	Hazme saber si hay algo que yo pueda hacer.
2721	spa	Depende de ti decidir si vamos allí o no.
2722	spa	No comienza hasta las ocho y treinta.
2723	spa	Quiero un barco que me lleve lejos de aquí.
2724	spa	"Tengo ganas de jugar a las cartas." "Yo también."
2725	spa	Un japonés nunca haría tal cosa.
2726	spa	Allen es un poeta.
2727	spa	El arquero mató al ciervo.
2728	spa	Si ves un error, entonces corrígelo, por favor.
2729	spa	Los alemanes son muy listos.
2730	spa	Si no comes, te mueres.
2731	spa	¿Cómo se escribe "pretty"?
2732	spa	¿Por qué no nos vamos a casa?
2733	spa	Lo siento, no puedo quedarme mucho tiempo.
2734	spa	10 años es un largo tiempo para esperar.
2735	spa	"¿Por qué no vas?" "Porque no quiero."
2736	spa	Un millón de personas perdieron la vida en la guerra.
2737	spa	Vine a Tokio hace tres años y he estado viviendo aquí desde entonces.
2738	spa	He vivido más de un mes en Nagoya.
2739	spa	No es del todo raro vivir más de 90 años.
2741	spa	Primero, voy a hacer un esquema de mi nuevo sitio de internet.
2742	spa	Cuando empieces a parecerte a la foto de tu pasaporte deberías irte de vacaciones.
2743	spa	¡No fui yo, comisario!
2744	spa	¡Oh, mis pantalones blancos! Eran nuevos.
2745	spa	Naturalmente, con tanta gente a su alrededor se puso un poco nervioso.
2746	spa	Al salir de la estación vi a un hombre.
2747	spa	¿Y nadie le ayudó?
2748	spa	¡Eres un ángel!
2749	spa	Los madrileños son unos locos.
2750	spa	Bueno, la noche es muy larga, ¿no?
2751	spa	Has tenido suerte de que no te haya mordido.
2752	spa	¿Me has echado de menos?
2754	spa	¿Son todos iguales?
2755	spa	¡Muchas gracias!
2756	spa	Por favor, ¿dónde están los huevos?
2757	spa	Lo tomo.
2758	spa	Es una sorpresa.
2759	spa	¡Esto es una buena idea!
2760	spa	¿Ida y vuelta? Sólo ida.
2761	spa	Es una pena cuando alguien muere.
2762	spa	Se quedaron con la boca abierta.
2763	spa	¡Caramba! ¡No está mal!
2764	spa	Estirar después del lavado.
2765	spa	Lavar antes de usar.
2766	spa	No abrir antes de que pare el tren.
2768	spa	Aquellos que viven en casas de cristal no deberían tirar piedras.
2769	spa	Se dice que el amor es ciego.
2770	spa	Oh, lo siento.
2771	spa	Las mates son como el amor: una idea simple, pero puede complicarse.
2772	spa	Las únicas respuestas útiles son las que plantean nuevas preguntas.
2773	spa	Dudar de sí mismo es la primera señal de inteligencia.
2774	spa	No es pobre quien tiene muy poco, sino quien ansía demasiado.
2775	spa	Viendo que no estás sorprendido, creo que debes estar al corriente.
2776	spa	¿Cuánto tiempo se tarda en llegar a la estación?
2777	spa	Este será un buen souvenir de mi viaje a los Estados Unidos.
2778	spa	¿Hablas italiano?
2779	spa	"No puedo pensar con ese ruido," dijo ella, mirando fijamente su máquina de escribir.
2780	spa	Se dice que "Hamlet" es la obra más interesante jamás escrita.
2781	spa	¿Puedo hacer una pregunta?
2782	spa	Es imposible para mí explicártelo.
2783	spa	No quiero pasarme el resto de mi vida arrepintiéndome de ello.
2784	spa	Nunca lo habría adivinado.
2785	spa	Me olvidarás algún día.
2786	spa	Me pregunto cuánto tiempo tardará.
2787	spa	No puedo vivir sin tele.
2788	spa	No podría haberlo hecho sin ti. Gracias.
2789	spa	Nada se consigue sin esfuerzo.
2790	spa	Mucha gente vaga por la vida sin una meta.
2791	spa	Hazme saber si necesito hacer cambios.
2792	spa	Creo que los exámenes están arruinando la educación.
2793	spa	No podemos dormir por el ruido.
2794	spa	¿Llevas condones?
2795	spa	"¿Un gato?" preguntó el hombre viejo.
2796	spa	Haz lo que te diga.
2797	spa	Puedo ir caminando a la escuela en 10 minutos.
2798	spa	Ya son las once.
2799	spa	¿Puedo hablar con la Sra. Brown?
2800	spa	"Sí, zumo de naranja por favor," dice Mike.
2801	spa	"¡Ah!" es una interjección.
2802	spa	¿Qué quieres?
2803	spa	Tengo una cuenta pendiente contigo.
2804	spa	¿Necesitas que te dé algo de dinero?
2805	spa	París es la ciudad más bonita del mundo.
2806	spa	¡Eh! Puede que no tenga dinero, pero todavía tengo mi orgullo.
2807	spa	Tengo un sueño.
2808	spa	Esta es mi amiga Rachel, fuimos al instituto juntos.
2809	spa	El coste de la vida ha aumentado drásticamente.
2810	spa	Todo lo que es inventado es verdadero.
2811	spa	Sorprenderse, extrañarse, es comenzar a entender.
2812	spa	No cabe duda de que el universo es infinito.
2813	spa	Para ser perfecta sólo le faltaba un defecto.
2814	spa	Y sin embargo, también lo contrario es siempre verdadero.
2815	spa	No vemos las cosas según son, sino según somos.
2816	spa	El mundo es una jaula de locos.
2817	spa	Me encontraste donde nadie estaba buscando.
2818	spa	¡¿Cómo que no sabes?!
2819	spa	Pareces estúpido.
2820	spa	Creo que me voy a ir a la cama.
2821	spa	Tengo que ir de compras, estaré de vuelta en una hora.
2822	spa	Me llamo Jack.
2823	spa	Me gusta mucho.
2824	spa	¿Nos vemos mañana?
2825	spa	¿Cómo se dice eso en italiano?
2826	spa	¿Está lejos de aquí?
2827	spa	¡Estas cosas no son mías!
2828	spa	Gracias, es todo.
2829	spa	¿Bailas conmigo?
2830	spa	¿Qué hora es?
2831	spa	¿De dónde vienes?
2833	spa	Italia es un país muy bonito.
2834	spa	¡No es culpa mía!
2835	spa	Me gustaría quedarme por una noche.
2836	spa	¿Puedes marcarme el número? El teléfono está muy alto.
2837	spa	¿Hay algún albergue juvenil cerca de aquí?
2838	spa	¿Dónde están las duchas?
2839	spa	¡Abra la boca!
2840	spa	¿Es grave?
2841	spa	He perdido mi monedero.
2842	spa	Yo estoy de acuerdo.
2843	spa	Amar a alguien no es nunca un desperdicio.
2844	spa	La vida es lo que te pasa mientras estás ocupado haciendo otros planes.
2845	spa	No desear es lo mismo que poseer.
2846	spa	Es muy sexy.
2847	spa	No eres lo bastante rápido.
2848	spa	¡Déjame en paz!
2849	spa	"Pásame la sal, por favor." "Aquí tienes."
2850	spa	¡Hay demasiadas cosas que hacer!
2851	spa	¿Cuántos años tienes?
2852	spa	Vamos, juega conmigo, ¡estoy tan aburrido!
2853	spa	¡Ni siquiera pienses en comerte mi chocolate!
2854	spa	Gracias a ti he perdido mi apetito.
2855	spa	Ha pasado tanto tiempo desde la última vez que fui a Disneyland con mi familia.
2856	spa	Hace tanto calor que podrías cocer huevos sobre el capó de un coche.
2857	spa	¿Quién no conoce este problema?
2858	spa	Hoy hace mucho calor.
2859	spa	Nadie vino.
2860	spa	Nunca he visto una nevera roja.
2861	spa	Él ha roto su palabra.
2862	spa	Mejor ser odiado por lo que eres que querido por lo que no eres.
2863	spa	¡No te preocupes, sé feliz!
2864	spa	Mis ojos son un océano en el que se reflejan mis sueños.
2865	spa	¡Mírame cuando te hablo!
2866	spa	¿Qué sería del mundo sin las mujeres?
2867	spa	No sé qué decir para consolarte.
2868	spa	No es mi tipo.
2869	spa	Yo intentaba perder tiempo.
2870	spa	¿Cómo has llegado a esta idea loca?
2872	spa	¿Quién quiere chocolate caliente?
2873	spa	Hable más despacio, ¡por favor!
2874	spa	No entiendo.
2875	spa	¿En cuánto tiempo vamos a llegar?
2876	spa	La cuenta, por favor.
2877	spa	¿Y qué vamos a hacer?
2879	spa	¿Dónde podemos telefonear?
2880	spa	Debo admitir que ronco...
2881	spa	Esta noche nos vamos a la iglesia.
2882	spa	¿Cómo estás? ¿Has tenido un buen viaje?
2884	spa	¡Llama a la policía!
2885	spa	¡Es demasiado caro!
2886	spa	Se está haciendo la dormida, por eso no ronca.
2887	spa	Mis zapatos son muy pequeños, necesito otros nuevos.
2888	spa	Salgamos de aquí, los polis vienen.
2889	spa	¡Feliz Navidad!
2890	spa	¡Sería genial si pudiera hablar diez idiomas!
2891	spa	"Si estás cansado, ¿por qué no te vas a dormir?" "Porque si me voy a dormir ahora, me despertaré demasiado pronto."
2892	spa	Deberías haberme escuchado.
2893	spa	Cuando el cuerpo es tocado, los receptores en la piel envían mensajes al cerebro causando la liberación de sustancias químicas como las endorfinas.
2894	spa	¿Qué implica ello?
2895	spa	Se espera que ciento cincuenta mil parejas se casen en Shanghái en 2006.
2896	spa	Las bicicletas son una herramienta para la sostenibilidad urbana.
2897	spa	No preguntéis lo que piensan. Preguntad lo que hacen.
2898	spa	Lo que cambia el mundo es la comunicación, no la información.
2899	spa	Me gustaría darle un regalo por su cumpleaños.
2900	spa	¡Me muero de hambre!
2901	spa	¿Tienes amigos en Antigua?
2902	spa	Un metro cúbico corresponde a 1000 litros.
2903	spa	Tengo tanto trabajo que me quedo una hora más.
2904	spa	Estoy casada y tengo dos niños.
2905	spa	Él toca el piano muy bien.
2906	spa	Me gustaría estudiar en París.
2907	spa	No sabéis quién soy.
2908	spa	¿Por qué no comes verdura?
2909	spa	¿Por qué la gente va al cine?
2910	spa	Me desnudo.
2911	spa	No hay visiones verdaderas.
2912	spa	¡No quiero pedir tu mano!
2913	spa	¡Dame tiempo para darte todo lo que tengo!
2914	spa	Querer es poder.
2915	spa	Quien busca, encuentra.
2916	spa	Tenemos Papa.
2917	spa	Las matemáticas son como la lógica de la física.
2918	spa	Hay 10 tipos de personas en el mundo: las que entienden binario y las que no.
2919	spa	No pienso, luego no existo.
2920	spa	Encuentro las lenguas extranjeras muy interesantes.
2921	spa	No me gusta aprender los verbos irregulares.
2922	spa	¡Toma un libro y léelo!
2923	spa	¡Afronta la vida con una sonrisa!
2924	spa	Tú me haces soñar.
2925	spa	Es la pura verdad.
2926	spa	Hace frío.
2928	spa	Tienes razón.
2929	spa	¡Has hecho esto intencionadamente!
2930	spa	¿No le has dicho nada?
2931	spa	Eres mi tipo.
2932	spa	Eres irresistible.
2933	spa	¿Me podrías llamar más tarde por favor?
2934	spa	¿Con quién hablo?
2935	spa	¡Sonríe ahora, llora después!
2936	spa	La vida es bella.
2937	spa	¿Por qué casarse con una mujer si le gustan los hombres?
2938	spa	Adoro la lasaña.
2939	spa	Necesito tu ayuda.
2940	spa	Estaba releyendo las cartas que me enviaste.
2941	spa	No quiero ir a la escuela.
2943	spa	Es realmente inteligente, ¿verdad?
2944	spa	La justicia es cara.
2945	spa	La vida es una enfermedad mortal sexualmente transmisible.
2946	spa	Demasiado tarde.
2947	spa	He mirado la tele esta mañana.
2948	spa	Fuimos a Londres el año pasado.
2949	spa	Mi hermano menor está mirando la tele.
2950	spa	Me gusta mucho mi trabajo.
2951	spa	He soñado contigo.
2952	spa	Necesito un nuevo ordenador.
2953	spa	¡No voy a perder!
2954	spa	Las clases empiezan pronto de nuevo.
2955	spa	Este día sólo fue una pérdida de tiempo y de dinero.
2956	spa	¡Vamos! Háblame, Trang.
2957	spa	Estoy casi listo.
2958	spa	¿Has dicho que yo no podría ganar nunca?
2959	spa	La vida empieza cuando te das cuenta de quién eres realmente.
2960	spa	La vida empieza cuando decides lo que esperas de ella.
2961	spa	¿De qué estás hablando?
2962	spa	Quiero un caramelo.
2963	spa	¿Cuándo comemos? ¡Tengo hambre!
2964	spa	Tengo clase mañana.
2965	spa	"Gracias." "De nada."
2966	spa	¿De qué país eres?
2967	spa	Es rico, ¡no necesita dinero!
2968	spa	Están haciendo demasiado ruido, no puedo concentrarme.
2969	spa	Llevaba un sombrero negro.
2970	spa	La esencia de las matemáticas es la libertad.
2971	spa	Quiero ser más independiente.
2972	spa	La matemática no es simplemente la memorización de fórmulas.
2973	spa	Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.
2974	spa	¿Dónde están los servicios?
2975	spa	La esencia de la libertad son las matemáticas.
2976	spa	¿Cuántas horas de sueño necesitas?
2977	spa	Cada persona es un mundo.
2978	spa	Voy a comprarme una nueva cámara, esta vez digital.
2979	spa	Bebo los vientos por ti.
2980	spa	No sé qué es peor.
2981	spa	¿Es necesario expandir el conocimiento humano con la exploración espacial?
2982	spa	La belleza está en los ojos del que mira.
2983	spa	¿Quién compra este tipo de arte?
2984	spa	La NASA dice que ya tiene información suficiente para afirmar que una visita humana al planeta rojo es factible.
2985	spa	Las mujeres de verdad tienen curvas.
2986	spa	¿Por qué no podemos hacernos cosquillas a nosotros mismos?
2987	spa	La respuesta nos lleva a un círculo vicioso.
2988	spa	¿Qué? ¿Todavía no sabes conducir?
2989	spa	Y conmigo ya somos uno más.
2990	spa	¿Ya tienes barba?
2991	spa	Siento que soy libre.
2992	spa	Siento una quemazón en el estómago.
2993	spa	La libertad no es gratis.
2994	spa	¿Cómo provocar el deseo de una mujer?
2995	spa	El deseo emerge entre necesidad y demanda.
2996	spa	Mientras comíamos el postre crecía el deseo por viajar a este país.
2997	spa	¡Quiero un MP3!
2998	spa	¿Dónde estás?
2999	spa	¿Adónde vas?
3000	spa	El queso es un alimento sólido elaborado a partir de la leche de vaca, cabra, oveja u otros mamíferos.
3001	spa	Si no lo hago ahora, nunca lo haré.
3002	spa	Hay muchas cosas que no sabes sobre mi personalidad.
3003	spa	Quizás tengas razón, fui un egoísta.
3004	spa	Todo el mundo se merece una segunda oportunidad.
3005	spa	¿Cuál es la ventaja de esta tecnología?
3006	spa	Si usted no dispone de este programa puede descargarlo ahora.
3007	spa	El hombre propone, Dios dispone.
3008	spa	Cuando hablas con los demás, lo haces con los brazos cruzados.
3009	spa	Completa el siguiente formulario para saber quién pudiste haber sido en tu anterior vida.
3010	spa	González regala una bicicleta a todos sus empleados en Europa.
3011	spa	Hay 1000 películas que hay que ver antes de morir.
3012	spa	La creatividad es un aspecto importante para el desarrollo del ser humano.
3013	spa	La industria textil se adaptará a un mercado de libre competencia en los próximos años.
3014	spa	¿Tiene dificultades para comprender lo que le dicen mujeres o niños pequeños?
3015	spa	No hay que preparar un plato diferente para cada persona.
3016	spa	Me han dicho que soy pragmático, y lo soy.
3017	spa	Prefiero buscarle solución a los problemas, no sólo denunciarlos.
3018	spa	¿Aún te sigues preguntando cuál es el sentido de la vida?
3019	spa	¿Cuándo se puede decir que una persona tiene problemas con el alcohol?
3020	spa	¡Recordad que estamos todos en el mismo barco!
3021	spa	Todo lo que necesito saber sobre la vida, lo aprendí de un muñeco de nieve.
3022	spa	Verifica que tu usuario y contraseña estén escritos correctamente.
3023	spa	En cualquier caso hay que votar sí en el referéndum del 18 de febrero.
3024	spa	Las despedidas siempre son tristes.
3025	spa	¡No te olvides de nosotros!
3026	spa	El tiempo ha pasado rapidísimo.
3027	spa	¿Cuál es su maleta?
3028	spa	Tengo tos y un poco de fiebre.
3029	spa	Abre el armario de la izquierda, allí están las botellas.
3030	spa	Hay también clubs nocturnos donde se baila flamenco.
3031	spa	La entrada incluye una bebida.
3032	spa	Propongo que salgamos el viernes.
3033	spa	Mis zapatos negros necesitan un arreglo de los tacones.
3034	spa	Así mato dos pájaros de un tiro.
3035	spa	Esto me gusta menos que cuidar niños.
3036	spa	No me gustan estas tazas, las de la mesa me gustan más.
3037	spa	¿Tiene experiencia profesional?
3038	spa	No tuve tiempo ni para ir de compras ni para despedirme de mi madre.
3039	spa	Me gustaría probarme la falda azul rayada.
3040	spa	¿Cuánto se da de propina en España?
3041	spa	¿Quién ha pintado este cuadro?
3042	spa	A esta hora hay un tráfico increíble.
3043	spa	Los hombres estamos acostumbrados a esperar a las mujeres.
3044	spa	No le voy a poner un revólver en la cabeza a nadie por quedarme en Barcelona.
3045	spa	Ahora tengo que marcharme, están llamando para mi vuelo.
3046	spa	Es argentino y da clases de tenis.
3047	spa	¿Podría explicarnos cómo funciona el lavavajillas?
3048	spa	Por favor, indíquemelo en el mapa.
3049	spa	El grifo gotea.
3050	spa	Por favor, díganos dónde hay una tienda de comestibles.
3051	spa	Quiero recuperar mis objetos de valor.
3052	spa	Estoy embarazada de cuatro meses.
3053	spa	Llevo marcapasos.
3054	spa	Quisiera pilas para este aparato.
3055	spa	Lavar, cortar y secar, por favor.
3056	spa	Necesitamos una ambulancia.
3057	spa	Suponemos que se trata de una intoxicación por mordedura de serpiente.
3058	spa	Todas las mañanas y todas las noches le doy de comer a mi gato.
3059	spa	¿Podría repetirlo, por favor?
3060	spa	¿Generalmente quién visita más a sus padres, los hijos o las hijas?
3061	spa	Todo esfuerzo merece una recompensa.
3062	spa	Cuesta una barbaridad.
